,carat,cut,color,clarity,depth,table,price,x,y,z
17330,2.4,Good,I,SI1,56.9,62.0,18541,8.87,8.81,5.03
17331,1.04,Very Good,D,IF,61.3,56.0,18542,6.53,6.55,4.01
17332,2.38,Premium,J,VS2,62.1,58.0,18559,8.54,8.49,5.29
17333,2.09,Premium,H,SI1,61.1,56.0,18559,8.3,8.23,5.05
17334,2.01,Good,H,VS2,57.8,60.0,18561,8.29,8.35,4.81
17335,2.01,Very Good,H,VS2,60.7,56.0,18561,8.08,8.17,4.93
17336,2.02,Fair,H,VS2,64.5,57.0,18565,8.0,7.95,5.14
17337,1.6,Ideal,F,VS1,60.5,57.0,18571,7.6,7.63,4.61
17338,2.01,Good,G,SI1,63.1,59.0,18572,7.98,8.03,5.05
17339,2.01,Fair,G,SI1,70.6,64.0,18574,7.43,6.64,4.69
17340,2.11,Premium,D,SI2,60.9,60.0,18575,8.28,8.21,5.02
17341,2.01,Ideal,G,VS2,61.4,54.0,18607,8.16,8.09,4.99
17342,2.07,Premium,F,SI2,60.7,59.0,18611,8.21,8.16,4.97
17343,2.03,Very Good,G,SI1,60.1,60.0,18630,8.09,8.18,4.89
17344,2.1,Ideal,H,SI1,62.9,57.0,18648,8.19,8.12,5.13
17345,2.29,Premium,I,VS2,60.8,60.0,18653,8.47,8.5,5.16
17346,2.05,Ideal,H,VS2,61.6,57.0,18659,8.2,8.14,5.03
17347,2.01,Ideal,D,SI2,62.1,56.0,18674,8.02,8.11,5.01
17348,2.03,Premium,G,VS2,59.6,60.0,18680,8.27,8.21,4.91
17349,1.42,Ideal,F,VVS1,60.8,56.0,18682,7.25,7.32,4.43
17350,2.67,Good,F,SI2,63.8,58.0,18686,8.69,8.64,5.54
17351,1.5,Very Good,G,VS2,60.7,59.0,18691,7.31,7.38,4.46
17352,2.43,Premium,J,VS2,62.2,57.0,18692,8.63,8.54,5.34
17353,1.28,Ideal,E,IF,60.7,57.0,18700,7.09,6.99,4.27
17354,2.02,Ideal,G,VS2,62.0,57.0,18700,8.1,8.05,5.01
17355,3.51,Premium,J,VS2,62.5,59.0,18701,9.66,9.63,6.03
17356,3.01,Premium,J,SI2,59.7,58.0,18710,9.41,9.32,5.59
17357,2.18,Premium,F,SI1,61.2,60.0,18717,8.38,8.3,5.1
17358,1.7,Premium,G,VVS2,59.8,59.0,18718,7.7,7.75,4.62
17359,1.72,Premium,G,VVS2,61.8,60.0,18730,7.65,7.68,4.74
17360,0.41,Ideal,J,VS1,61.5,55.0,648,4.77,4.79,2.94
17361,0.41,Ideal,J,VS1,62.4,55.0,648,4.75,4.77,2.97
17362,0.41,Ideal,J,VS1,62.7,54.0,648,4.75,4.79,2.99
17363,0.41,Ideal,J,VS1,61.3,57.0,648,4.81,4.84,2.96
17364,0.4,Ideal,G,SI2,62.1,57.0,648,4.72,4.75,2.94
17365,0.41,Ideal,G,SI2,61.5,55.0,648,4.76,4.8,2.94
17366,0.4,Ideal,D,SI2,60.5,57.0,648,4.73,4.76,2.87
17367,0.32,Ideal,F,SI1,61.0,55.0,648,4.45,4.47,2.72
17368,0.26,Ideal,G,IF,61.7,54.0,648,4.15,4.18,2.57
17369,0.36,Ideal,I,VS2,61.8,55.0,648,4.61,4.58,2.84
17370,0.36,Premium,I,VS2,61.6,58.0,648,4.57,4.52,2.8
17371,0.36,Good,E,SI2,63.7,54.0,648,4.55,4.52,2.89
17372,0.32,Ideal,H,VS2,62.5,55.0,648,4.42,4.38,2.75
17373,0.32,Premium,H,VS2,61.9,58.0,648,4.39,4.37,2.71
17374,0.36,Premium,I,VS2,62.7,59.0,648,4.58,4.54,2.86
17375,0.36,Premium,H,SI1,63.0,55.0,648,4.54,4.51,2.85
17376,0.36,Ideal,H,SI1,62.3,57.0,648,4.58,4.54,2.84
17377,0.36,Premium,E,SI2,62.6,57.0,648,4.54,4.5,2.83
17378,0.32,Ideal,I,VS1,60.9,56.0,648,4.46,4.44,2.71
17379,0.32,Premium,I,VS1,59.8,60.0,648,4.46,4.44,2.66
17380,2.02,Very Good,E,SI1,59.8,59.0,18731,8.11,8.2,4.88
17381,2.01,Ideal,G,SI1,62.1,57.0,18736,8.07,8.09,5.02
17382,2.01,Ideal,G,SI1,62.2,56.0,18741,8.02,7.97,4.97
17383,2.01,Very Good,G,SI1,63.1,59.0,18741,8.03,7.98,5.05
17384,2.01,Premium,G,SI1,60.3,59.0,18741,8.23,8.15,4.94
17385,2.03,Ideal,G,SI1,60.0,55.8,18757,8.17,8.3,4.95
17386,2.08,Ideal,H,SI1,58.7,60.0,18760,8.36,8.4,4.92
17387,2.55,Premium,I,VS1,61.8,62.0,18766,8.7,8.65,5.36
17388,2.06,Ideal,I,VS2,62.2,55.0,18779,8.15,8.19,5.08
17389,1.6,Ideal,F,VS1,62.0,56.0,18780,7.47,7.52,4.65
17390,2.05,Premium,F,SI2,60.2,59.0,18784,8.28,8.33,5.0
17391,2.05,Ideal,G,SI1,61.9,57.0,18787,8.1,8.16,5.03
17392,1.71,Premium,F,VS2,62.3,59.0,18791,7.57,7.53,4.7
17393,2.15,Ideal,G,SI2,62.6,54.0,18791,8.29,8.35,5.21
17394,2.04,Premium,H,SI1,58.1,60.0,18795,8.37,8.28,4.84
17395,2.0,Premium,I,VS1,60.8,59.0,18795,8.13,8.02,4.91
17396,2.07,Ideal,G,SI2,62.5,55.0,18804,8.2,8.13,5.11
17397,1.51,Ideal,G,IF,61.7,55.0,18806,7.37,7.41,4.56
17398,2.29,Premium,I,VS2,60.8,60.0,18823,8.5,8.47,5.16
17399,0.32,Very Good,I,VS1,63.2,54.0,648,4.42,4.38,2.78
17400,0.32,Premium,I,VS1,62.6,58.0,648,4.4,4.38,2.75
17401,0.32,Very Good,I,VS1,63.1,56.0,648,4.4,4.38,2.77
17402,0.32,Premium,I,VS1,61.9,58.0,648,4.4,4.36,2.71
17403,0.32,Premium,I,VS1,62.0,58.0,648,4.4,4.37,2.72
17404,0.32,Ideal,I,VS1,62.4,56.0,648,4.37,4.31,2.71
17405,0.32,Premium,I,VS1,61.3,58.0,648,4.39,4.35,2.68
17406,0.32,Premium,H,VS2,59.5,58.0,648,4.5,4.47,2.67
17407,0.32,Premium,H,VS2,60.5,59.0,648,4.43,4.39,2.67
17408,0.32,Ideal,H,VS2,61.3,55.0,648,4.44,4.4,2.71
17409,0.32,Premium,H,VS2,60.7,58.0,648,4.46,4.43,2.7
17410,0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7
17411,0.32,Premium,H,VS2,60.6,58.0,648,4.47,4.44,2.7
17412,0.32,Premium,H,VS2,60.7,61.0,648,4.41,4.39,2.67
17413,0.32,Premium,H,VS2,61.4,60.0,648,4.41,4.39,2.7
17414,0.32,Premium,H,VS2,62.7,54.0,648,4.41,4.39,2.76
17415,0.32,Ideal,H,VS2,62.0,55.0,648,4.4,4.38,2.72
17416,0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73
17417,0.32,Ideal,H,VS2,62.0,57.0,648,4.39,4.35,2.71
17418,0.32,Ideal,H,VS2,63.0,57.0,648,4.38,4.35,2.75
17419,0.32,Premium,H,VS2,62.5,59.0,648,4.38,4.33,2.72
17420,0.32,Premium,H,VS2,62.4,58.0,648,4.36,4.33,2.71
17421,0.32,Very Good,H,VS2,63.1,55.0,648,4.36,4.33,2.74
17422,0.44,Very Good,F,SI2,62.8,60.0,648,4.82,4.86,3.04
17423,0.37,Premium,E,SI1,61.8,58.0,649,4.59,4.64,2.85
17424,0.37,Ideal,E,SI1,61.9,56.0,649,4.57,4.6,2.84
17425,0.37,Ideal,E,SI1,62.7,54.0,649,4.55,4.6,2.87
17426,0.37,Very Good,G,VS2,60.7,57.0,649,4.64,4.69,2.83
17427,0.37,Very Good,G,VS2,61.2,57.0,649,4.59,4.63,2.82
17428,0.37,Very Good,E,SI1,60.6,54.0,649,4.63,4.68,2.82
17429,0.37,Ideal,G,VS2,61.5,56.0,649,4.59,4.64,2.84
17430,0.37,Ideal,G,VS2,61.3,57.0,649,4.6,4.64,2.83
17431,0.3,Very Good,D,VS2,62.9,55.0,650,4.25,4.27,2.68
17432,0.3,Ideal,G,VVS2,61.9,57.0,650,4.3,4.33,2.66
17433,0.23,Ideal,F,VVS2,61.6,54.0,650,3.97,3.99,2.45
17434,0.3,Ideal,H,VVS1,61.5,55.0,650,4.31,4.35,2.66
17435,0.3,Ideal,H,VVS1,62.3,57.0,650,4.25,4.28,2.65
17436,0.3,Ideal,H,VVS1,61.1,56.0,650,4.33,4.37,2.66
17437,0.28,Ideal,G,VVS1,61.8,55.0,650,4.19,4.23,2.6
17438,0.28,Ideal,G,IF,61.5,57.0,650,4.19,4.21,2.58
17439,0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61
17440,0.34,Good,G,SI1,63.9,58.0,650,4.43,4.4,2.82
17441,0.34,Premium,G,SI1,59.7,59.0,650,4.54,4.5,2.7
17442,0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74
17443,0.34,Very Good,G,SI1,63.4,57.0,650,4.45,4.42,2.81
17444,0.34,Premium,D,SI2,59.2,59.0,650,4.58,4.54,2.7
17445,0.34,Premium,D,SI2,60.7,61.0,650,4.51,4.45,2.72
17446,0.34,Premium,D,SI2,60.8,60.0,650,4.53,4.49,2.74
17447,0.39,Very Good,E,SI2,63.0,61.0,650,4.62,4.65,2.92
17448,0.38,Ideal,H,SI1,61.2,56.0,650,4.63,4.68,2.85
17449,0.31,Very Good,G,VVS2,62.2,56.0,651,4.31,4.34,2.69
17450,0.31,Very Good,H,VVS1,61.3,56.0,651,4.35,4.38,2.67
17451,0.31,Very Good,H,VVS1,61.2,56.0,651,4.37,4.39,2.68
17452,0.31,Very Good,H,VVS1,61.9,57.0,651,4.33,4.36,2.69
17453,0.41,Very Good,J,IF,60.8,56.0,651,4.83,4.87,2.95
17454,0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83
17455,0.4,Ideal,G,SI2,60.6,56.0,651,4.82,4.79,2.91
17456,0.39,Ideal,D,SI2,61.6,56.0,651,4.69,4.72,2.9
17457,0.31,Good,E,VS2,59.1,56.0,651,4.41,4.46,2.62
17458,0.31,Premium,E,SI1,58.7,60.0,651,4.48,4.45,2.62
17459,0.31,Very Good,G,VS2,63.2,58.0,651,4.3,4.28,2.71
17460,0.3,Ideal,D,VS1,61.0,57.0,651,4.31,4.32,2.63
17461,0.31,Ideal,H,VVS2,61.7,55.8,652,4.35,4.39,2.69
17462,0.34,Ideal,H,VVS2,60.9,55.0,652,4.52,4.54,2.75
17463,0.31,Ideal,G,VS2,61.5,56.0,652,4.34,4.36,2.68
17464,0.3,Ideal,F,VS1,61.6,54.7,652,4.33,4.34,2.67
17465,0.32,Ideal,F,VS1,61.1,57.0,652,4.42,4.45,2.71
17466,0.3,Ideal,F,VS1,61.9,55.1,652,4.31,4.34,2.68
17467,0.3,Ideal,F,VS1,62.3,53.8,652,4.3,4.33,2.69
17468,0.33,Good,D,VS2,61.8,61.0,652,4.4,4.44,2.73
17469,0.31,Ideal,I,IF,61.3,57.0,652,4.34,4.4,2.68
17470,0.31,Good,D,VS1,61.7,61.0,653,4.32,4.34,2.67
17471,0.3,Very Good,E,VS1,61.4,59.0,653,4.32,4.28,2.64
17472,0.38,Ideal,E,SI1,61.4,57.0,653,4.64,4.67,2.86
17473,0.42,Good,D,SI2,63.1,56.0,653,4.74,4.8,3.01
17474,0.38,Premium,F,SI1,62.0,58.0,653,4.6,4.63,2.86
17475,0.42,Good,H,SI1,63.6,57.0,653,4.74,4.79,3.03
17476,0.42,Good,D,SI2,63.2,57.0,653,4.75,4.77,3.01
17477,0.42,Very Good,E,SI2,58.8,60.0,653,4.86,4.9,2.87
17478,0.42,Premium,E,SI2,60.1,58.0,653,4.87,4.91,2.94
17479,0.44,Ideal,H,SI2,62.3,54.0,654,4.89,4.93,3.06
17480,0.4,Ideal,G,SI2,61.8,56.0,654,4.75,4.77,2.94
17481,0.42,Ideal,I,SI1,62.3,54.0,654,4.82,4.84,3.01
17482,0.39,Ideal,H,SI1,61.9,55.7,654,4.66,4.71,2.9
17483,0.41,Good,E,SI1,63.5,55.0,654,4.73,4.75,3.01
17484,0.3,Very Good,H,VVS1,62.8,56.0,655,4.26,4.28,2.68
17485,0.3,Ideal,G,VVS2,62.5,53.0,655,4.31,4.33,2.7
17486,0.3,Ideal,G,VVS2,60.7,58.0,655,4.34,4.36,2.64
17487,0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66
17488,0.3,Ideal,H,VVS1,61.2,57.0,655,4.3,4.39,2.66
17489,0.32,Ideal,I,IF,62.1,54.0,655,4.39,4.43,2.74
17490,0.32,Ideal,I,IF,61.4,57.0,655,4.39,4.44,2.71
17491,0.32,Ideal,I,IF,61.7,55.0,655,4.4,4.42,2.72
17492,0.39,Ideal,E,I1,62.8,57.0,655,4.66,4.61,2.91
17493,0.4,Very Good,I,VS2,61.4,57.6,655,4.73,4.78,2.92
17494,0.4,Good,G,SI1,63.2,58.0,655,4.61,4.7,2.94
17495,0.4,Good,G,SI1,63.1,56.0,655,4.72,4.75,2.99
17496,0.4,Good,G,SI1,63.4,58.0,655,4.66,4.71,2.97
17497,0.4,Very Good,G,SI1,59.6,61.0,655,4.74,4.76,2.83
17498,0.32,Very Good,E,VS2,61.3,57.0,656,4.38,4.41,2.69
17499,0.41,Very Good,G,SI2,59.9,60.0,656,4.82,4.86,2.9
17500,0.31,Ideal,D,VS2,61.0,54.0,656,4.38,4.44,2.69
17501,0.26,Very Good,F,VVS2,61.4,56.0,657,4.14,4.17,2.55
17502,0.26,Very Good,F,VVS2,62.6,56.0,657,4.09,4.11,2.56
17503,0.26,Very Good,F,VVS1,61.7,57.0,657,4.09,4.13,2.53
17504,0.26,Very Good,F,VVS1,60.6,56.0,657,4.12,4.16,2.51
17505,0.26,Very Good,E,VVS1,61.5,56.0,657,4.1,4.15,2.53
17506,0.26,Ideal,E,VVS1,62.5,56.0,657,4.09,4.12,2.56
17507,0.34,Ideal,G,VS1,61.4,56.0,657,4.52,4.54,2.78
17508,0.32,Good,D,VS2,63.6,55.0,657,4.35,4.42,2.79
17509,0.35,Very Good,G,VS2,60.2,60.0,658,4.54,4.6,2.75
17510,0.26,Very Good,D,SI1,59.7,58.0,658,4.16,4.22,2.5
17511,0.4,Ideal,J,VS1,62.2,54.3,658,4.73,4.75,2.95
17512,0.31,Ideal,G,VS1,61.5,54.0,658,4.39,4.43,2.71
17513,0.38,Ideal,G,SI1,60.4,58.0,658,4.7,4.74,2.85
17514,0.38,Premium,J,SI1,61.3,59.0,658,4.68,4.62,2.85
17515,0.38,Premium,E,SI1,58.1,58.0,658,4.85,4.79,2.8
17516,0.26,Very Good,H,VS1,62.9,54.0,430,4.06,4.08,2.56
17517,0.31,Ideal,I,SI1,61.4,56.0,430,4.35,4.38,2.68
17518,0.32,Ideal,H,SI1,61.2,56.0,430,4.43,4.46,2.72
17519,0.25,Ideal,F,SI1,61.5,56.0,430,4.06,4.09,2.5
17520,0.25,Ideal,F,SI1,60.1,56.0,430,4.11,4.13,2.48
17521,0.31,Very Good,J,SI2,63.3,58.0,430,4.35,4.34,2.75
17522,0.23,Very Good,H,VVS2,62.4,55.0,431,3.91,3.94,2.45
17523,0.23,Very Good,G,VVS2,62.9,55.0,431,3.88,3.92,2.45
17524,0.23,Very Good,G,VVS2,62.6,54.0,431,3.91,3.95,2.46
17525,0.23,Very Good,G,VVS2,62.3,57.0,431,3.9,3.92,2.43
17526,0.23,Very Good,G,VVS2,62.8,55.0,431,3.93,3.95,2.47
17527,0.25,Ideal,H,VS1,61.7,57.0,431,4.04,4.07,2.5
17528,0.31,Premium,G,SI1,61.8,58.0,431,4.32,4.35,2.68
17529,0.3,Very Good,G,SI1,62.4,54.0,432,4.33,4.35,2.71
17530,0.3,Very Good,G,SI1,62.5,56.0,432,4.27,4.3,2.68
17531,0.27,Ideal,I,VS1,61.6,56.0,432,4.15,4.19,2.57
17532,0.27,Ideal,I,VS1,61.9,54.0,432,4.14,4.19,2.58
17533,0.27,Ideal,I,VS1,61.9,55.0,432,4.16,4.18,2.58
17534,0.27,Ideal,I,VS1,62.2,54.0,432,4.16,4.2,2.6
17535,0.3,Premium,E,VS2,59.9,59.0,658,4.33,4.38,2.61
17536,0.3,Very Good,E,VS2,62.8,59.0,658,4.24,4.26,2.67
17537,0.3,Ideal,E,VS2,62.6,54.0,658,4.28,4.31,2.69
17538,0.3,Ideal,E,VS2,61.5,55.0,658,4.28,4.31,2.64
17539,0.3,Ideal,E,VS2,61.8,55.0,658,4.33,4.35,2.68
17540,0.3,Premium,E,VS2,59.2,59.0,658,4.37,4.41,2.6
17541,0.3,Premium,E,VS2,62.0,59.0,658,4.27,4.31,2.66
17542,0.3,Ideal,E,VS2,62.0,56.0,658,4.31,4.34,2.68
17543,0.3,Premium,E,VS2,62.2,60.0,658,4.24,4.28,2.65
17544,0.3,Ideal,E,VS2,61.5,56.0,658,4.29,4.33,2.65
17545,0.3,Ideal,E,VS2,61.3,57.0,658,4.29,4.33,2.64
17546,0.3,Ideal,E,VS2,61.5,55.0,658,4.31,4.34,2.66
17547,0.3,Ideal,E,VS2,61.8,56.0,658,4.31,4.33,2.67
17548,0.3,Ideal,E,VS2,62.0,55.0,658,4.3,4.35,2.68
17549,0.3,Very Good,E,VS2,62.6,58.0,658,4.25,4.28,2.67
17550,0.3,Premium,E,VS2,62.3,58.0,658,4.28,4.32,2.68
17551,0.3,Ideal,E,VS2,62.1,55.0,658,4.28,4.32,2.67
17552,0.3,Very Good,E,VS2,61.8,58.0,658,4.26,4.28,2.64
17553,0.3,Ideal,E,VS2,62.2,56.0,658,4.28,4.3,2.67
17554,0.3,Premium,E,VS2,61.7,58.0,658,4.32,4.34,2.67
17555,0.3,Premium,E,VS2,62.4,59.0,658,4.26,4.3,2.67
17556,0.3,Premium,E,VS2,62.5,58.0,658,4.26,4.31,2.68
17557,0.3,Ideal,E,VS2,61.8,57.0,658,4.3,4.34,2.67
17558,0.3,Premium,E,VS2,61.6,58.0,658,4.31,4.33,2.66
17559,0.3,Premium,E,VS2,59.1,58.0,658,4.37,4.39,2.59
17560,0.3,Premium,E,VS2,60.0,60.0,658,4.36,4.4,2.63
17561,0.3,Ideal,E,VS2,61.0,56.0,658,4.33,4.36,2.65
17562,0.3,Premium,E,VS2,62.5,59.0,658,4.27,4.3,2.68
17563,0.3,Premium,E,VS2,60.7,59.0,658,4.3,4.33,2.62
17564,0.3,Ideal,E,VS2,61.6,55.0,658,4.31,4.33,2.66
17565,0.3,Premium,E,VS2,61.9,59.0,658,4.29,4.33,2.67
17566,0.3,Ideal,E,VS2,62.6,54.0,658,4.29,4.33,2.7
17567,0.3,Ideal,E,VS2,62.3,56.0,658,4.3,4.34,2.69
17568,0.3,Very Good,E,VS2,61.7,61.0,658,4.28,4.31,2.65
17569,0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63
17570,0.3,Ideal,E,VS2,62.0,56.0,658,4.3,4.34,2.68
17571,0.3,Ideal,E,VS2,62.3,57.0,658,4.29,4.32,2.68
17572,0.3,Very Good,F,VS1,61.9,59.0,658,4.26,4.3,2.65
17573,0.3,Ideal,F,VS1,61.4,56.0,658,4.33,4.37,2.67
17574,0.3,Very Good,E,VS2,62.0,58.0,658,4.26,4.29,2.65
17575,0.3,Ideal,E,VS2,62.6,56.0,658,4.29,4.33,2.7
17576,0.3,Ideal,E,VS2,62.4,57.0,658,4.29,4.33,2.69
17577,0.3,Very Good,E,VS2,62.4,57.0,658,4.24,4.26,2.65
17578,0.3,Premium,F,VS1,60.5,60.0,658,4.29,4.31,2.6
17579,0.3,Premium,E,VS2,62.1,58.0,658,4.29,4.31,2.67
17580,0.3,Ideal,E,VS2,62.1,55.0,658,4.3,4.33,2.68
17581,0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.27,2.67
17582,0.3,Very Good,E,VS2,62.8,56.0,658,4.28,4.32,2.7
17583,0.3,Ideal,E,VS2,61.7,55.0,658,4.3,4.32,2.66
17584,0.3,Ideal,E,VS2,62.5,56.0,658,4.28,4.3,2.68
17585,0.41,Ideal,G,SI2,62.1,53.6,659,4.75,4.79,2.96
17586,0.41,Good,F,SI1,64.4,56.0,659,4.69,4.72,3.03
17587,0.41,Fair,H,SI1,65.4,61.0,659,4.51,4.63,2.99
17588,0.33,Very Good,D,VS2,62.9,54.0,660,4.4,4.44,2.78
17589,0.29,Very Good,G,VS1,58.1,59.0,660,4.39,4.42,2.56
17590,0.32,Very Good,G,VS1,60.8,56.0,660,4.45,4.48,2.71
17591,0.32,Very Good,G,VS1,61.9,56.0,660,4.41,4.45,2.74
17592,0.3,Very Good,E,VS1,63.4,55.0,660,4.26,4.29,2.71
17593,0.38,Very Good,F,SI1,61.5,54.0,660,4.69,4.71,2.89
17594,0.31,Ideal,H,VVS1,62.0,54.2,660,4.35,4.39,2.71
17595,0.38,Ideal,H,VS2,62.4,56.0,660,4.62,4.65,2.89
17596,0.33,Ideal,F,VS2,62.0,54.2,660,4.42,4.45,2.75
17597,0.32,Ideal,F,VS2,61.5,55.0,660,4.4,4.44,2.72
17598,0.32,Ideal,F,VS2,61.4,57.0,660,4.4,4.43,2.71
17599,0.42,Ideal,D,SI2,62.0,54.0,660,4.8,4.85,2.99
17600,0.42,Ideal,D,SI2,61.1,55.0,660,4.82,4.86,2.96
17601,0.38,Ideal,E,SI1,62.1,55.0,660,4.64,4.67,2.89
17602,0.38,Ideal,E,SI1,62.3,53.0,660,4.65,4.69,2.91
17603,0.31,Ideal,E,SI1,61.5,55.0,660,4.37,4.41,2.7
17604,0.38,Ideal,E,SI1,59.4,61.0,660,4.72,4.74,2.81
17605,0.31,Ideal,E,SI1,61.1,56.0,660,4.39,4.41,2.69
17606,0.31,Good,F,VVS2,63.6,55.0,660,4.29,4.33,2.74
17607,0.31,Ideal,G,VVS2,62.7,57.0,660,4.32,4.35,2.72
17608,0.39,Very Good,H,VS2,60.7,56.0,661,4.77,4.79,2.9
17609,0.32,Very Good,E,VS1,62.9,57.0,661,4.36,4.39,2.75
17610,0.31,Ideal,G,VVS2,60.0,58.0,661,4.38,4.42,2.64
17611,0.43,Good,G,SI2,58.8,61.0,661,4.92,4.94,2.9
17612,0.3,Premium,D,VS1,60.7,58.0,661,4.34,4.36,2.64
17613,0.3,Very Good,D,VS1,59.4,60.0,661,4.34,4.38,2.59
17614,0.3,Ideal,D,VS1,62.0,54.0,661,4.3,4.34,2.68
17615,0.38,Very Good,H,SI1,60.1,57.0,662,4.73,4.75,2.85
17616,0.4,Ideal,J,VVS2,61.9,55.0,662,4.74,4.79,2.95
17617,0.32,Ideal,E,VS2,61.0,56.0,662,4.4,4.42,2.69
17618,0.31,Ideal,D,VS2,62.4,57.0,662,4.34,4.31,2.7
17619,0.3,Premium,D,SI1,62.1,59.0,662,4.31,4.29,2.67
17620,0.3,Very Good,D,SI1,63.4,54.0,662,4.31,4.27,2.72
17621,0.3,Very Good,D,SI1,63.1,56.0,662,4.28,4.24,2.69
17622,0.3,Fair,F,VS2,64.5,55.0,662,4.31,4.19,2.74
17623,0.38,Ideal,E,SI2,62.2,56.0,663,4.64,4.66,2.89
17624,0.31,Ideal,F,SI1,60.5,57.0,663,4.43,4.4,2.67
17625,0.31,Premium,F,SI1,60.7,58.0,663,4.38,4.35,2.65
17626,0.31,Ideal,F,SI1,62.9,57.0,663,4.34,4.31,2.72
17627,0.31,Very Good,F,SI1,63.5,56.0,663,4.33,4.3,2.74
17628,0.31,Very Good,F,SI1,63.2,56.0,663,4.31,4.27,2.71
17629,0.31,Very Good,F,SI1,63.1,57.0,663,4.31,4.28,2.71
17630,0.34,Ideal,G,VS2,62.4,57.0,663,4.48,4.46,2.79
17631,0.31,Premium,F,SI1,60.6,60.0,663,4.37,4.34,2.64
17632,0.3,Very Good,D,VS2,62.0,62.0,663,4.24,4.27,2.64
17633,0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
17634,0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95
17635,0.36,Premium,D,SI1,61.4,58.0,663,4.56,4.59,2.81
17636,0.36,Good,D,SI1,63.4,57.0,663,4.55,4.57,2.89
17637,0.36,Ideal,D,SI1,59.5,56.0,663,4.63,4.68,2.77
17638,0.36,Ideal,D,SI1,62.5,56.0,663,4.55,4.57,2.85
17639,0.42,Ideal,F,SI2,62.1,56.0,663,4.8,4.83,2.99
17640,0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
17641,0.36,Ideal,D,SI1,61.2,57.0,663,4.59,4.63,2.82
17642,0.36,Ideal,D,SI1,62.1,56.0,663,4.53,4.58,2.83
17643,0.36,Ideal,D,SI1,60.3,56.0,663,4.61,4.65,2.79
17644,0.36,Ideal,D,SI1,61.5,56.0,663,4.56,4.64,2.83
17645,0.3,Ideal,E,VS1,60.0,56.0,663,4.39,4.41,2.64
17646,0.36,Premium,D,SI1,59.6,58.0,663,4.61,4.65,2.76
17647,0.36,Very Good,D,SI1,60.4,58.0,663,4.6,4.64,2.79
17648,0.35,Good,E,VS1,63.1,56.0,663,4.49,4.54,2.85
17649,0.29,Very Good,F,VVS2,60.2,58.0,664,4.29,4.35,2.6
17650,0.29,Very Good,F,VVS2,63.1,57.0,664,4.22,4.3,2.69
17651,0.29,Very Good,F,VVS2,60.1,58.0,664,4.32,4.37,2.61
17652,0.29,Very Good,D,VVS2,62.9,58.0,664,4.2,4.29,2.67
17653,0.29,Very Good,D,VVS2,62.3,59.0,664,4.21,4.26,2.64
17654,0.29,Very Good,F,VVS1,62.3,58.0,664,4.22,4.25,2.64
17655,0.31,Ideal,E,VS1,61.3,54.0,664,4.37,4.4,2.69
17656,0.3,Ideal,G,VVS2,62.4,55.0,665,4.32,4.34,2.7
17657,0.3,Ideal,G,VVS2,61.8,54.0,665,4.33,4.34,2.68
17658,0.3,Ideal,G,VVS2,62.6,53.0,665,4.31,4.35,2.71
17659,0.3,Ideal,G,VVS2,62.3,57.0,665,4.29,4.32,2.68
17660,0.3,Ideal,G,VVS2,61.8,56.0,665,4.31,4.33,2.67
17661,0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66
17662,0.3,Ideal,G,VVS2,61.4,57.0,665,4.29,4.31,2.64
17663,0.3,Ideal,G,VVS2,62.1,55.0,665,4.32,4.35,2.69
17664,0.3,Ideal,G,VVS2,62.4,57.0,665,4.27,4.29,2.67
17665,0.3,Ideal,G,VVS2,61.0,57.0,665,4.31,4.34,2.64
17666,0.3,Ideal,H,VVS1,61.1,58.0,665,4.33,4.35,2.65
17667,0.3,Ideal,H,VVS1,62.3,57.0,665,4.26,4.28,2.66
17668,0.3,Ideal,H,VVS1,61.4,56.0,665,4.32,4.35,2.66
17669,0.3,Ideal,H,VVS1,62.0,56.0,665,4.29,4.32,2.67
17670,0.3,Ideal,H,VVS1,62.3,55.0,665,4.3,4.33,2.69
17671,0.3,Ideal,H,VVS1,61.8,55.0,665,4.34,4.37,2.69
17672,0.3,Ideal,H,VVS1,61.9,57.0,665,4.3,4.33,2.67
17673,0.3,Ideal,H,VVS1,62.2,56.0,665,4.28,4.3,2.67
17674,0.3,Ideal,H,VVS1,62.2,55.0,665,4.3,4.32,2.68
17675,0.32,Ideal,G,VS1,62.0,55.0,665,4.43,4.44,2.75
17676,0.32,Ideal,G,VS1,61.6,55.0,665,4.43,4.5,2.75
17677,0.28,Ideal,F,VS1,62.0,53.0,665,4.23,4.26,2.63
17678,0.36,Good,H,SI1,63.6,57.0,665,4.53,4.49,2.87
17679,0.36,Premium,H,SI1,61.3,57.0,665,4.65,4.61,2.84
